x ,y
0.14059,554.42051
0.14084,553.95573
0.14073,555.98477
0.14152,561.79916
0.14137,559.71133
0.14124,564.4587
0.14149,561.56726
0.14128,558.0778
0.14173,560.38284
0.14205,559.06614
0.14154,556.76849
0.14183,559.02416
0.14188,560.19714
0.14207,560.62407
0.14215,560.9042
0.1424,566.94521
0.14212,563.06341
0.14239,561.28194
0.14265,559.59595
0.14289,562.39718
0.14261,561.30816
0.14299,563.1347
0.14348,564.50385
0.14315,564.80915
0.1432,561.60924
0.1434,559.91173
0.1439,565.7534
0.14364,561.62605
0.14356,559.89914
0.14388,559.69039
0.14398,561.10565
0.14408,563.16726
0.14386,562.43388
0.14403,562.69307
0.1447,564.47446
0.14415,562.16739
0.14473,562.92911
0.14467,564.80282
0.14457,563.64673
0.14485,559.04202
0.14536,560.18033
0.14465,560.97558
0.14519,563.98029
0.14506,562.16528
0.14548,564.04541
0.1454,562.70565
0.14508,562.18631
0.1454,564.9277
0.1456,565.82266
0.1456,563.08647
0.14612,563.81668
0.1462,559.48999
0.14601,561.62922
0.14614,561.9618
0.1462,560.99547
0.14652,563.12211
0.14674,568.45175
0.14615,566.09646
0.14645,564.96757
0.14702,568.56827
0.14682,565.7607
0.14713,563.69285
0.14702,566.67872
0.14725,566.55595
0.14728,562.28488
0.14732,569.04563
0.14758,568.55463
0.14756,568.26508
0.14763,563.55749
0.14775,565.97369
0.14778,568.71094
0.14806,564.70108
0.14833,564.24475
0.14837,563.65087
0.14837,563.56594
0.14847,563.13787
0.14859,566.45105
0.14878,565.26557
0.14852,561.70262
0.1486,563.30156
0.14892,563.73272
0.14878,560.47622
0.14927,564.55842
0.14889,562.02579
0.14896,561.81905
0.14905,566.25699
0.14928,566.88854
0.14958,565.82997
0.14939,566.73751
0.14965,569.96365
0.14953,561.85892
0.14981,569.22288
0.15006,568.83371
0.15012,571.52898
0.15007,568.60708
0.15046,567.89677
0.15081,567.81597
0.15055,569.77162
0.15066,567.93558
0.15062,566.8749
0.15088,567.95767
0.15102,571.33483
0.15103,568.27344
0.15123,573.88427
0.15122,571.40198
0.15177,570.25003
0.15163,568.32273
0.15165,564.50596
0.15196,568.90605
0.15167,565.78799
0.15197,563.57853
0.1521,567.60299
0.15239,569.50724
0.15212,571.90143
0.15212,571.27613
0.15259,569.81985
0.1524,571.48383
0.15246,571.02011
0.15244,569.08233
0.15289,567.69531
0.15299,566.66086
0.15324,565.1134
0.15306,567.98284
0.15363,569.55864
0.15329,568.15701
0.15324,565.36836
0.15379,569.14526
0.1536,566.54865
0.15363,566.75635
0.15363,565.9978
0.15372,566.75116
0.15361,569.66249
0.15363,572.85193
0.15347,567.9251
0.15441,572.51828
0.15436,568.84418
0.15373,564.88255
0.15395,567.68906
0.15439,573.57897
0.15432,572.78161
0.15478,575.98046
0.15477,573.57897
0.15469,572.60119
0.15526,574.24202
0.1553,573.2653
0.15557,574.77817
0.15524,576.20497
0.15599,574.62081
0.15582,574.44453
0.15591,572.72493
0.1559,569.12431
0.15559,569.30156
0.15598,573.58838
0.15647,572.71974
0.15643,571.15758
0.15655,571.19534
0.15637,570.90781
0.15647,570.35177
0.15676,570.76198
0.15644,571.96119
0.15696,570.4829
0.15703,572.56238
0.15715,571.43974
0.15734,572.9967
0.15731,572.78372
0.15685,571.00119
0.15711,569.72964
0.15769,574.50957
0.15749,574.58614
0.15767,572.50992
0.15754,569.23344
0.15777,571.24568
0.15815,574.26719
0.15832,574.84427
0.15805,575.91648
0.15812,575.9112
0.15828,573.16876
0.15849,574.09091
0.15882,574.74042
0.15816,574.17593
0.15901,576.69386
0.15886,577.37901
0.15912,577.54262
0.15868,574.21791
0.15913,573.15723
0.15939,578.49839
0.15949,576.28576
0.15978,575.61743
0.15956,574.95331
0.15992,573.17404
0.15978,571.84792
0.15993,574.24097
0.15998,573.20651
0.16037,572.49936
0.16016,575.54614
0.16048,573.68704
0.16052,573.94508
0.1604,570.62037
0.16079,574.6334
0.16046,574.60189
0.1606,575.46007
0.16107,573.6881
0.16103,574.96387
0.16089,576.81347
0.1609,578.05465
0.16171,578.50367
0.16105,578.33998
0.16178,577.89932
0.1616,577.1985
0.1616,574.77712
0.16182,575.76123
0.16153,573.14042
0.16189,576.21861
0.16207,576.77993
0.16185,575.18944
0.16191,574.04691
0.16251,577.34328
0.16252,579.1185
0.16249,577.97905
0.16288,578.24449
0.16299,577.15969
0.16254,575.69619
0.16327,579.42381
0.16296,581.46227
0.16343,579.72805
0.16387,581.85047
0.1637,578.14592
0.16358,578.75969
0.16364,578.79428
0.16405,579.02715
0.1643,578.64528
0.1639,581.88506
0.16431,582.61421
0.16436,576.38548
0.16445,573.79617
0.16427,574.93448
0.1645,579.55802
0.16446,575.47582
0.16441,573.38385
0.16462,577.74301
0.16449,579.03771
0.16522,579.02407
0.16494,579.12264
0.16542,581.80216
0.16522,583.67384
0.16544,578.77333
0.16549,578.98315
0.16554,576.23437
0.16561,576.10323
0.16538,578.77439
0.16548,578.93694
0.16589,583.37276
0.16574,577.94235
0.1663,578.98939
0.16583,579.27481
0.16649,580.24
0.16607,579.50249
0.16631,577.81439
0.16655,576.85122
0.16663,581.3101
0.16671,579.5927
0.16663,584.85201
0.16665,580.0176
0.16695,578.72502
0.16679,578.90658
0.16705,583.1105
0.16734,583.21223
0.16729,582.81778
0.16742,584.17118
0.16775,581.43182
0.16803,582.40123
0.16774,579.63987
0.1679,580.46451
0.16791,579.67243
0.16802,581.80321
0.16825,580.22847
0.16821,584.01276
0.16847,584.02746
0.16885,587.50433
0.16907,583.96242
0.16888,584.6275
0.16901,578.54565
0.16874,582.77897
0.16925,578.93483
0.16889,576.88484
0.1693,582.48519
0.16926,583.20801
0.16951,581.20308
0.16962,579.3776
0.16963,581.50838
0.16926,580.85272
0.16964,578.02103
0.16981,581.46755
0.16941,584.0925
0.17006,582.92057
0.17014,582.96986
0.17012,586.13307
0.1707,586.78777
0.17061,585.95054
0.1708,587.42354
0.1709,584.39991
0.17079,582.90165
0.17078,579.81298
0.17129,585.57281
0.17118,584.09663
0.17086,581.21575
0.17147,582.69501
0.17136,583.33914
0.17121,581.82733
0.17149,583.82495
0.17182,583.87635
0.17172,583.56374
0.17212,582.22081
0.1722,584.11239
0.17192,589.22807
0.17218,590.83327
0.17226,588.67512
0.17284,592.26323
0.17267,588.60796
0.17255,586.69017
0.17261,588.36981
0.17285,587.32594
0.17294,584.94645
0.17327,587.96594
0.17296,583.02548
0.17314,584.5226
0.17353,587.08462
0.1735,585.40075
0.17373,585.04405
0.17354,585.4165
0.17364,585.14271
0.17358,582.65936
0.17384,585.71758
0.17411,588.3971
0.17432,588.08766
0.17428,586.07322
0.17424,582.67512
0.1746,588.26596
0.1743,588.60691
0.17471,589.53443
0.17503,587.38156
0.17465,585.47212
0.17485,585.07661
0.17505,581.01219
0.17485,587.83586
0.1754,586.46671
0.17502,587.81377
0.17534,584.84682
0.17551,587.03639
0.17545,589.35498
0.17607,588.45061
0.17566,586.39111
0.17579,585.79318
0.17614,590.33276
0.17601,588.84304
0.17626,587.21892
0.17621,582.83872
0.17652,587.91762
0.17664,587.92818
0.17666,584.15648
0.1771,583.72629
0.17679,569.87441
0.17743,568.49267
0.17693,563.49457
0.17722,564.53219
0.17707,564.85325
0.17773,573.10689
0.17751,574.34482
0.17805,576.58684
0.17819,578.61069
0.17807,574.32282
0.17793,578.09558
0.17785,575.26389
0.17764,577.80392
0.17778,578.64845
0.17798,581.81474
0.17858,580.11934
0.17828,583.19965
0.17857,583.92044
0.17798,584.38829
0.17879,585.09025
0.17852,588.18623
0.17886,590.57303
0.17881,588.88598
0.17868,584.52154
0.17891,586.63982
0.17885,586.20233
0.17895,585.66618
0.17902,585.49307
0.17917,587.29338
0.17928,590.81751
0.1797,589.15881
0.17937,589.38121
0.17979,592.60735
0.17981,591.65052
0.17969,590.9644
0.1802,588.6877
0.18044,590.14917
0.18019,587.13919
0.18019,587.93655
0.18029,588.60691
0.18075,590.15868
0.18055,595.18926
0.18092,590.97171
0.18078,591.14059
0.18122,591.72084
0.18113,590.14917
0.18092,594.31956
0.18105,594.16114
0.18141,593.2536
0.18154,587.82953
0.18181,587.11085
0.18157,590.20585
0.18209,589.49765
0.18204,590.19116
0.18211,589.82081
0.1821,593.55573
0.18216,591.73342
0.18225,590.62029
0.1826,591.32638
0.1828,592.09435
0.18273,591.69039
0.18259,592.05025
0.18299,592.59476
0.18277,593.09105
0.18323,591.50152
0.18295,591.39248
0.18334,591.96629
0.18309,592.30099
0.18382,592.30521
0.18342,587.62077
0.18378,590.26878
0.18367,591.12801
0.18356,585.47212
0.18409,592.56431
0.18358,594.18103
0.18374,592.9116
0.18403,590.10719
0.18425,595.4547
0.18428,595.05813
0.18486,596.72942
0.18477,593.54843
0.18427,591.71872
0.18455,591.77751
0.18504,591.09448
0.18494,593.61135
0.18459,591.09553
0.18507,593.01545
0.1853,593.61135
0.18535,595.05707
0.18523,592.16774
0.18496,590.90772
0.1859,593.59358
0.18554,590.95595
0.18594,589.86693
0.18579,596.01179
0.18587,594.81056
0.18586,591.42389
0.18605,597.84889
0.18637,596.88053
0.18668,594.54513
0.18658,597.60238
0.18695,597.74609
0.18668,594.91336
0.18728,600.5284
0.18693,597.86147
0.1872,593.1193
0.18734,595.95723
0.18764,597.80796
0.18768,595.03402
0.18744,588.48634
0.1879,591.14165
0.18799,588.16634
0.18749,591.19622
0.18782,594.37096
0.18775,591.67674
0.18786,594.71507
0.18794,592.61263
0.18796,593.40576
0.18832,597.25615
0.18811,592.8088
0.18838,595.0686
0.18829,593.72682
0.18812,592.86645
0.18907,595.91842
0.18872,597.52264
0.18912,601.2859
0.18921,595.76422
0.18953,597.17844
0.18929,597.94851
0.18942,595.53866
0.18955,595.70447
0.18956,596.98121
0.18932,594.60383
0.1895,595.36449
0.1899,597.18055
0.19013,599.15608
0.19013,599.4415
0.1903,599.7468
0.19017,598.79102
0.19043,599.93355
0.19072,599.60202
0.19061,599.20651
0.19105,599.82125
0.19114,599.41105
0.19141,597.35789
0.19162,598.24018
0.19136,598.12796
0.19148,598.61791
0.19139,598.18878
0.19242,597.17325
0.19212,601.39608
0.19215,601.34882
0.19255,603.31283
0.19219,601.45479
0.1929,604.52673
0.19247,599.03446
0.19281,602.75679
0.19307,605.95881
0.19319,605.51076
0.19332,601.42539
0.19386,600.67107
0.19404,599.79397
0.19377,597.15019
0.19391,595.91111
0.19425,600.80959
0.19435,598.43327
0.1947,600.07516
0.19462,603.93707
0.19465,600.96167
0.19474,597.58134
0.19446,597.20053
0.19506,598.60744
0.19507,604.54345
0.19519,603.08207
0.19514,600.0374
0.1953,600.55041
0.19585,601.20827
0.19539,601.90909
0.19577,604.36198
0.19526,602.5952
0.1956,599.99226
0.19592,601.14112
0.19597,602.67811
0.19588,603.1523
0.19638,601.7842
0.19625,605.09641
0.19608,601.07397
0.19674,599.88427
0.19629,596.22583
0.19664,602.1703
0.19668,601.05091
0.19667,602.83969
0.19648,599.57052
0.19701,601.69822
0.19729,604.92849
0.19747,604.81206
0.19754,604.88968
0.19722,603.99481
0.19756,606.49804
0.19791,604.87815
0.19817,603.26143
0.19806,604.19309
0.19795,604.00528
0.19785,599.27886
0.19781,600.91556
0.19853,601.77901
0.19851,601.84088
0.19856,601.39397
0.19833,603.42407
0.1991,607.88814
0.19875,604.96422
0.19898,606.13501
0.19978,609.93294
0.19944,605.32304
0.19938,606.26623
0.19936,603.1229
0.19962,604.1123
0.19915,603.31811
0.19966,603.01589
0.20013,604.90649
0.19986,602.25743
0.20034,604.8719
0.20047,602.11265
0.20016,605.19921
0.19982,604.65153
0.20029,605.41008
0.20066,607.06147
0.20058,607.84308
0.20076,604.32634
0.2011,606.41936
0.20103,605.23591
0.20103,606.03538
0.20141,607.72656
0.20106,606.37738
0.20159,608.84708
0.20129,604.69879
0.20138,604.43547
0.20175,603.24048
0.20154,600.73505
0.2019,602.86592
0.20183,607.37514
0.20189,603.53945
0.20222,604.86979
0.20222,605.33562
0.20258,606.47604
0.2021,609.08735
0.20244,611.15309
0.20241,611.25175
0.20244,607.78112
0.20292,610.0851
0.20277,610.00642
0.20278,605.89272
0.20289,607.33949
0.20288,606.53897
0.20308,608.40123
0.20348,606.72361
0.20359,605.26425
0.20372,607.02055
0.20346,607.24084
0.20356,604.19098
0.2039,603.85734
0.20375,604.04409
0.20376,603.26671
0.20374,605.86851
0.20408,605.08902
0.20444,611.72488
0.20455,611.54341
0.20452,608.84075
0.20442,608.63938
0.20479,610.9475
0.20491,611.34829
0.20491,612.858
0.20507,610.31903
0.20503,610.05571
0.20532,606.28612
0.20542,604.82887
0.20518,606.90306
0.20554,609.46499
0.20588,613.93751
0.20596,613.72664
0.20634,613.35947
0.20616,609.27094
0.20577,603.92449
0.20589,601.84616
0.20602,606.91872
0.20645,607.24717
0.2064,607.41817
0.2065,608.12735
0.20661,609.51648
0.20651,609.77241
0.20704,612.08475
0.20679,609.94552
0.20689,610.52154
0.20685,606.72783
0.20726,610.84673
0.20748,612.24211
0.20705,610.66948
0.20712,610.70301
0.2078,609.34337
0.20763,610.88449
0.20769,610.38618
0.2078,612.66077
0.20809,612.46979
0.20796,612.07322
0.20843,612.63551
0.20849,611.74064
0.20853,609.25835
0.2083,607.47899
0.20842,608.92365
0.20881,609.66125
0.20917,613.9501
0.20907,617.64418
0.20873,611.96726
0.20909,611.95468
0.20922,609.89518
0.20888,607.7497
0.20906,607.14015
0.20925,610.00431
0.20974,612.53483
0.20971,611.10592
0.20941,611.86024
0.20977,611.88119
0.20991,614.12321
0.21002,612.56317
0.21014,609.17439
0.2105,612.83388
0.21038,616.01804
0.21054,611.61681
0.21109,614.52928
0.21035,613.63019
0.21098,614.83564
0.21111,615.15767
0.21093,615.45672
0.21149,613.91234
0.2115,615.33817
0.21161,613.08981
0.21166,612.54636
0.21168,611.56119
0.21166,614.85765
0.2117,610.68937
0.21226,610.81839
0.21157,608.62257
0.21217,614.78213
0.21223,613.91657
0.21283,614.94785
0.21251,613.38675
0.21271,614.44955
0.21273,614.94161
0.2125,610.93597
0.21304,613.13602
0.21264,615.41897
0.21285,612.33971
0.21278,614.42746
0.21324,611.58847
0.213,611.28739
0.21308,612.79604
0.21304,612.42464
0.21307,611.89694
0.21354,616.01171
0.21348,614.02042
0.21351,613.5787
0.21367,610.00845
0.21389,612.59987
0.21382,614.71912
0.21399,610.23824
0.21433,615.69276
0.21442,618.71745
0.21454,615.86904
0.21433,614.69501
0.21447,615.87635
0.21482,619.62913
0.21489,621.90477
0.2156,619.80541
0.21528,617.55811
0.21526,616.19116
0.21522,614.64044
0.21539,616.97479
0.2154,614.69923
0.21601,618.17822
0.21588,614.15261
0.21563,616.71252
0.21599,619.01853
0.21638,621.82187
0.21627,617.84458
0.21663,619.04581
0.21667,616.77131
0.21617,615.03182
0.21666,615.36546
0.21699,616.26244
0.21698,613.73404
0.21692,614.28796
0.21687,613.06675
0.2172,613.59129
0.21686,610.99045
0.21725,614.23129
0.21754,615.85435
0.2176,615.89527
0.21711,618.25056
0.21761,617.5435
0.21743,615.82917
0.21768,616.45448
0.21796,617.98513
0.21792,619.17905
0.21812,618.08273
0.21814,622.42306
0.21839,617.56867
0.21853,617.8341
0.21835,617.00946
0.21837,613.349
0.21833,614.61527
0.21855,616.52893
0.21863,618.99028
0.21859,617.80471
0.21902,619.06367
0.21919,616.49329
0.21932,619.87996
0.21943,621.09166
0.2193,619.69734
0.21954,621.11789
0.21974,618.54961
0.21997,620.91644
0.2201,619.32075
0.2202,617.77848
0.22019,615.64242
0.22004,616.48906
0.22028,620.42543
0.22042,622.99899
0.22055,622.62759
0.2208,619.6029
0.22079,617.22869
0.22086,620.94161
0.22125,622.57619
0.22118,618.58843
0.22087,622.63604
0.22125,621.09377
0.22122,621.93417
0.22123,618.84339
0.22136,618.98499
0.22149,617.85399
0.22143,619.00075
0.22181,621.37179
0.22159,618.6356
0.22201,619.89351
0.22233,624.75424
0.22227,621.15459
0.22234,624.8235
0.22278,624.25699
0.22264,619.13813
0.2224,620.64994
0.22261,617.05663
0.22301,619.82222
0.22314,624.71542
0.22309,622.06847
0.22326,624.93571
0.22343,622.86372
0.2233,619.57149
0.22344,620.15798
0.2236,619.48541
0.22345,619.55679
0.22405,618.55173
0.22379,618.28312
0.22366,621.418
0.224,619.08048
0.22392,622.27195
0.22451,621.00145
0.22463,623.15538
0.22418,622.71789
0.22452,622.97804
0.22445,623.49105
0.22458,620.52937
0.22477,620.93747
0.22483,622.04744
0.22512,623.04836
0.22519,622.54997
0.22524,623.01474
0.22575,621.61417
0.22566,623.75542
0.22523,620.70873
0.22559,621.88066
0.22557,621.7086
0.22567,622.26983
0.22596,621.909
0.22584,623.09976
0.22623,623.57395
0.22604,622.66851
0.22636,622.63287
0.22676,629.66213
0.22675,624.92629
0.22664,623.9611
0.22698,625.44035
0.22664,622.60031
0.22704,624.59265
0.2268,621.44528
0.22709,627.34565
0.22721,627.3593
0.22735,620.35934
0.22723,623.18161
0.22755,622.61193
0.22718,618.37122
0.22724,621.92572
0.22772,621.34873
0.22756,626.05941
0.22823,626.31437
0.22774,625.89888
0.22789,624.38601
0.22818,627.6279
0.22871,626.04048
0.22848,625.74257
0.22885,624.68814
0.2287,627.02249
0.22884,623.53831
0.22887,623.92229
0.22865,625.67956
0.22893,623.41659
0.22892,626.22935
0.22967,626.3479
0.22924,624.15833
0.22992,626.08563
0.22993,626.70249
0.22962,626.0426
0.22992,627.03507
0.23004,629.20783
0.2301,625.82961
0.22998,624.56431
0.23058,625.71212
0.23051,625.0165
0.23011,625.3292
0.23073,627.34777
0.23028,624.63358
0.23081,624.08906
0.23077,625.1435
0.23088,627.39494
0.23087,625.06059
0.23113,626.95428
0.23103,624.45835
0.23137,628.80924
0.23116,627.4789
0.23146,628.11679
0.23173,624.24229
0.23129,622.97382
0.23152,625.92616
0.23167,631.53487
0.23204,630.70917
0.23202,629.62121
0.23251,633.23344
0.23199,631.11938
0.23238,626.47278
0.2323,625.10363
0.23259,631.22438
0.23269,629.87195
0.23228,624.49303
0.23286,625.24207
0.23261,628.41259
0.23287,631.51912
0.23329,631.20123
0.23272,626.6532
0.23274,629.27815
0.23324,627.99718
0.23356,630.38398
0.2337,630.73751
0.2336,630.20876
0.23348,626.30697
0.23394,628.14513
0.23414,634.53545
0.23437,633.03516
0.2342,631.84854
0.23446,627.92158
0.23412,622.9571
0.23417,623.95688
0.2345,625.01131
0.23457,625.41413
0.2347,628.76832
0.23496,628.55428
0.23467,629.51217
0.23508,631.68387
0.23528,633.86297
0.23529,627.70024
0.23512,629.74715
0.23556,631.61461
0.23549,627.95837
0.23572,629.04528
0.2358,630.39234
0.23592,632.99529
0.23625,633.38763
0.23649,632.14337
0.23637,632.7215
0.23609,631.11525
0.23678,631.2411
0.23667,629.21206
0.23671,630.77113
0.23693,631.11102
0.23691,629.5163
0.23709,631.05021
0.23727,629.88876
0.23711,631.21074
0.23759,635.15441
0.23707,631.41527
0.23746,630.8624
0.23753,628.93193
0.2377,629.96532
0.23801,628.26992
0.23788,633.53039
0.23785,631.18548
0.23778,627.01518
0.23797,625.43305
0.238,626.37729
0.23805,626.23982
0.23855,630.2444
0.23846,632.97329
0.23869,632.53263
0.23856,636.1952
0.23886,630.75749
0.23892,633.5178
0.23918,634.61096
0.23911,630.58015
0.23951,628.89206
0.23942,628.23534
0.2394,627.5229
0.23925,630.86759
0.23926,633.09703
0.23973,633.91956
0.23954,630.44796
0.23959,628.99802
0.2397,628.35072
0.23973,631.56004
0.23986,634.50499
0.2403,636.66728
0.2404,637.72796
0.24044,637.27894
0.24027,634.4169
0.24051,633.31001
0.2409,633.04246
0.24054,637.22438
0.24114,634.95507
0.24073,634.65716
0.241,635.48911
0.24082,634.82922
0.24147,636.7303
0.24169,636.54037
0.24164,637.3996
0.24179,632.34482
0.24181,632.53369
0.24175,633.07397
0.24214,634.86486
0.24194,632.33329
0.24269,635.80488
0.2424,634.36233
0.24239,639.64585
0.2432,636.49523
0.24312,634.9908
0.24269,633.1464
0.24313,639.82108
0.24277,630.57699
0.24293,633.02891
0.24298,634.73479
0.24326,633.52722
0.24335,632.92603
0.24339,637.23283
0.24381,633.19886
0.24409,634.75996
0.24381,635.85426
0.24388,634.7075
0.24384,634.24273
0.24364,633.97518
0.24421,636.60013
0.24434,636.3662
0.24439,634.58059
0.24429,636.89707
0.24443,634.40326
0.24464,636.39243
0.24462,632.37633
0.24476,635.20062
0.24456,635.77135
0.2449,637.69338
0.24469,639.07195
0.24522,638.21166
0.24536,637.1237
0.24515,636.6547
0.24538,634.67186
0.24541,633.23872
0.24555,636.12383
0.24562,634.03186
0.24584,635.75982
0.24559,637.77839
0.24622,636.42807
0.2462,637.69549
0.24607,635.37056
0.24616,637.41747
0.2466,637.58002
0.24641,636.3809
0.24687,638.30715
0.24654,636.73971
0.24667,636.74077
0.24703,643.31256
0.24727,640.30152
0.24702,640.87331
0.2472,638.56942
0.24742,638.70055
0.24746,638.05949
0.24727,639.69619
0.24739,641.34442
0.2479,637.62623
0.24798,636.18262
0.24825,635.84475
0.24829,635.22262
0.24805,633.12431
0.24821,636.55824
0.24847,636.67679
0.24842,636.8404
0.24847,636.54037
0.2483,636.68832
0.24885,636.8719
0.24877,637.59058
0.24878,638.66807
0.24878,642.73135
0.2494,644.16449
0.24961,642.35679
0.24948,638.16238
0.24995,643.52977
0.24954,641.65078
0.2499,641.56471
0.25012,638.35538
0.25003,635.86579
0.24985,639.09193
0.24986,638.24414
0.25017,640.26904
0.25056,638.98693
0.25059,640.10535
0.25074,640.06759
0.25057,635.79547
0.25093,640.10851
0.25078,638.95762
0.25101,637.52026
0.25106,638.18332
0.25092,636.25496
0.25129,640.72018
0.25125,638.68585
0.2514,640.18508
0.25159,640.72018
0.25165,642.22046
0.25156,638.15921
0.25186,640.14416
0.25173,642.23824
0.25194,643.29162
0.25256,644.86953
0.25193,641.37901
0.25209,641.56576
0.25232,637.06385
0.25249,640.80722
0.2524,640.30574
0.25305,645.39828
0.2531,642.78275
0.25291,640.37606
0.25343,640.87648
0.25326,640.9908
0.25293,639.05303
0.25325,631.80242
0.25351,631.90521
0.25357,633.05197
0.25404,633.22508
0.25336,633.0708
0.25364,634.57637
0.25422,635.84167
0.25383,633.43278
0.25435,638.24942
0.25406,639.75076
0.25463,637.71019
0.25419,635.30447
0.2549,634.83652
0.25448,639.76334
0.25488,640.74429
0.25483,638.87155
0.2545,640.22178
0.25491,640.18086
0.25519,640.72123
0.25523,641.72312
0.25524,643.30843
0.25551,640.99186
0.25566,642.42297
0.25544,642.50059
0.2559,643.76898
0.25611,642.61069
0.25588,640.43168
0.25596,638.00704
0.25596,641.21329
0.25616,645.08568
0.25591,645.87151
0.25666,645.52
0.25645,641.76827
0.25678,642.02631
0.25708,641.27305
0.25675,641.09263
0.25688,640.16414
0.25701,641.37382
0.25702,642.99573
0.25752,641.63608
0.25694,644.52964
0.25767,642.19424
0.25748,646.7853
0.25778,641.82495
0.25791,643.77945
0.25795,644.6943
0.25739,642.66631
0.25794,642.41241
0.25787,644.29879
0.25811,646.81364
0.25825,646.82411
0.2584,646.78425
0.25845,646.32994
0.25861,644.7919
0.25877,643.75534
0.25873,640.45052
0.25891,642.60444
0.25876,647.18504
0.25906,647.30147
0.25933,646.29008
0.25938,648.46178
0.25943,644.55586
0.25959,643.93162
0.25949,642.88246
0.25942,640.19353
0.25982,640.19556
0.25983,642.29281
0.25972,645.35111
0.25984,643.07336
0.25997,646.23032
0.26015,646.92796
0.26057,647.86174
0.2608,647.86068
0.26024,647.04229
0.26074,634.66447
0.26073,626.12761
0.26124,629.0914
0.26148,628.54689
0.26152,631.87582
0.2613,628.81549
0.26112,633.21875
0.26147,634.97927
0.26162,639.67727
0.26212,641.31503
0.262,641.00867
0.26208,640.65303
0.26156,639.03314
0.26221,642.17426
0.26246,642.83424
0.26261,644.57162
0.26244,643.05135
0.26204,639.11815
0.26254,642.17109
0.26243,643.09333
0.26281,643.93267
0.26294,643.47837
0.26288,644.69853
0.26345,647.39168
0.26316,645.53575
0.26293,645.48224
0.26344,643.84343
0.26363,645.67006
0.26365,647.63089
0.2637,643.00524
0.26372,648.70416
0.26422,645.49694
0.26399,645.06781
0.26393,642.43969
0.26421,640.61316
0.26394,642.25927
0.26455,642.23305
0.26474,644.52119
0.26446,642.85413
0.26454,642.81637
0.26491,643.05241
0.26486,645.8033
0.26518,649.71661
0.26482,646.25655
0.26487,645.37839
0.26507,647.03604
0.26505,644.00396
0.2651,642.94856
0.26521,643.65773
0.26529,642.93809
0.26524,644.02913
0.26576,648.70733
0.26577,649.50363
0.26591,647.00242
0.26613,646.40757
0.26599,648.30759
0.26635,650.2569
0.26625,647.86068
0.26597,646.47155
0.26671,648.66007
0.26665,650.47718
0.26685,650.24748
0.26657,648.19635
0.2671,649.78165
0.26713,650.06803
0.26704,650.87903
0.26715,649.77848
0.26712,648.54257
0.26747,647.88796
0.26723,646.75802
0.26767,647.58785
0.26742,646.21773
0.26767,649.57809
0.26784,647.66134
0.26823,651.13611
0.26792,650.73531
0.26806,652.51996
0.26833,650.17091
0.26874,649.25289
0.26863,649.53303
0.26852,650.35864
0.2689,649.42284
0.26909,650.00616
0.2691,649.21619
0.26941,650.92524
0.26894,646.75696
0.26891,651.29241
0.26943,651.13505
0.26928,648.40827
0.26915,647.8407
0.26993,648.20163
0.26961,649.22667
0.26944,649.34627
0.27014,652.81892
0.27021,654.38319
0.27006,650.52339
0.27041,648.68004
0.27034,650.8602
0.27026,648.84057
0.27028,650.31463
0.2706,651.14763
0.2707,651.60924
0.27128,653.54279
0.27109,651.30183
0.27108,650.73637
0.27101,646.97514
0.27145,650.49083
0.27096,650.39437
0.27148,651.38473
0.27155,650.91054
0.27151,652.97628
0.27177,653.14411
0.27163,652.95006
0.27188,652.32475
0.27203,652.01839
0.27242,653.06341
0.27274,651.48339
0.27237,652.66367
0.27249,650.51811
0.27259,648.51221
0.2731,653.76106
0.27262,652.44436
0.27263,647.81765
0.27307,650.46671
0.2728,651.69637
0.27363,656.11327
0.27318,656.47102
0.27347,651.96075
0.27389,655.69989
0.2733,651.22209
0.27343,652.03732
0.27371,650.89901
0.27374,650.69333
0.2739,650.45624
0.27392,648.01804
0.27415,648.59292
0.27407,650.1174
0.27416,651.37003
0.2743,656.21817
0.27438,658.00906
0.27496,656.46891
0.27475,654.2363
0.27463,652.32264
0.27478,654.68013
0.27489,653.32568
0.27508,653.40858
0.27518,653.98451
0.27562,654.03802
0.27569,658.7802
0.27596,654.57628
0.27556,651.78975
0.27578,654.80598
0.27589,650.56854
0.27602,658.08458
0.27615,654.54689
0.27625,650.7112
0.27625,653.81457
0.2763,653.97826
0.2767,655.45021
0.27676,652.9123
0.27693,651.47494
0.27638,653.43894
0.27689,651.78235
0.27693,651.5736
0.27697,653.60889
0.27698,651.57782
0.27735,655.7534
0.27731,654.79129
0.27721,649.85611
0.27752,650.64405
0.27717,653.50821
0.27766,652.40449
0.27754,655.50574
0.27746,654.41778
0.27801,655.6191
0.27805,654.78917
0.27781,655.1134
0.27837,657.49597
0.27838,659.20924
0.27849,657.52959
0.27859,658.74139
0.27895,661.7923
0.27922,660.16924
0.27877,657.5831
0.27895,657.54218
0.27895,654.44823
0.27909,651.5127
0.27921,655.53408
0.27924,654.54266
0.27972,655.52572
0.27935,655.23723
0.27954,653.06966
0.27963,658.75705
0.27982,658.85677
0.2801,657.49184
0.28009,656.35142
0.28035,657.40057
0.28072,658.46125
0.2804,654.8301
0.28042,655.69567
0.28059,652.78222
0.28072,656.21184
0.28069,655.2991
0.28084,658.57558
0.28084,657.55899
0.28102,655.03683
0.2815,660.56792
0.28147,658.29967
0.28103,653.32251
