x ,y
0.03637,458.61765
0.03608,458.05853
0.03647,462.80062
0.03688,462.34948
0.03717,463.61056
0.03709,460.85448
0.03715,460.59529
0.03702,461.14719
0.03746,467.64348
0.03765,463.66829
0.03755,463.81096
0.03743,462.58033
0.03795,466.00783
0.0378,464.25056
0.03803,463.23811
0.0382,461.50389
0.03822,464.83811
0.03834,465.09615
0.03834,463.49518
0.03847,463.70605
0.03861,463.92114
0.03883,458.68796
0.03902,463.20352
0.03882,462.87305
0.03901,462.22469
0.03923,464.28409
0.03903,466.42438
0.03936,465.59138
0.0396,464.61457
0.03943,466.5901
0.03999,468.32018
0.03999,463.38183
0.03998,464.98183
0.04001,466.08757
0.04032,468.54055
0.04039,471.35639
0.04047,466.22715
0.04028,461.54693
0.04054,463.32312
0.04068,464.73109
0.04037,464.89892
0.04113,466.54187
0.04108,463.62843
0.04101,462.89505
0.04115,465.19164
0.0414,465.76554
0.04143,463.08708
0.04124,467.04026
0.04151,461.74724
0.0413,463.62948
0.04175,462.07252
0.04156,467.58477
0.04158,466.28488
0.04156,467.77047
0.04197,463.80365
0.04212,466.30055
0.04154,467.6015
0.04203,464.92937
0.04211,468.40519
0.04208,467.88796
0.04243,467.17553
0.04258,468.26983
0.04253,467.44308
0.04241,466.51045
0.04289,467.70121
0.04299,470.85069
0.04271,469.74073
0.04334,472.69932
0.04314,468.4807
0.04363,472.67837
0.0437,473.30781
0.04334,467.32876
0.04344,466.77166
0.04392,466.7024
0.04397,467.72216
0.0443,471.32286
0.0443,468.56986
0.04432,471.39415
0.04421,465.94279
0.04427,469.30007
0.04458,468.83846
0.04479,467.40532
0.04454,464.75204
0.04478,470.41531
0.04522,475.53206
0.04527,472.80634
0.04516,473.01096
0.04508,470.9798
0.04546,473.03085
0.04541,470.94724
0.04553,469.80057
0.04553,469.92537
0.04556,469.51094
0.04594,468.64123
0.04588,470.93782
0.04624,473.50926
0.04598,471.818
0.04642,471.08048
0.04604,470.98499
0.04611,467.53021
0.04616,466.62997
0.04609,470.11846
0.04654,470.21386
0.04627,468.4492
0.04658,471.78235
0.04679,472.13492
0.0472,473.85655
0.04701,475.724
0.04698,474.03802
0.04716,470.03344
0.04745,472.62697
0.04727,471.12774
0.04724,469.71344
0.04772,477.88207
0.04807,474.84796
0.04789,478.79903
0.04778,472.17998
0.04777,476.70073
0.04806,479.54922
0.04834,476.70812
0.04812,474.7105
0.04834,474.99485
0.04848,474.39578
0.04835,477.01659
0.04863,471.2242
0.04851,473.85338
0.04891,474.78609
0.04896,478.8242
0.0493,477.56735
0.0493,475.22464
0.04929,475.9978
0.0497,474.97285
0.04968,477.5149
0.05003,477.77091
0.04988,476.57276
0.04995,479.52194
0.04994,474.98649
0.05026,479.91217
0.0506,476.96097
0.05047,476.52664
0.05039,474.01285
0.05033,471.40154
0.05054,478.34587
0.05039,475.16691
0.05105,477.42363
0.05073,475.71036
0.0513,474.69272
0.05069,475.66425
0.05131,478.82948
0.05141,479.02354
0.05159,478.69201
0.05124,478.23569
0.05161,475.63696
0.05197,476.87912
0.05202,475.01166
0.05187,480.88686
0.05211,480.09998
0.05235,479.89017
0.05247,479.85241
0.05281,481.78491
0.05212,475.41659
0.05255,477.73527
0.05258,478.80642
0.05284,475.95591
0.05316,480.02869
0.05327,480.41162
0.05316,476.58851
0.05347,477.74574
0.05325,477.20334
0.05335,481.05892
0.05384,479.03305
0.05354,480.57839
0.0539,477.55793
0.05335,476.12163
0.05395,480.70539
0.0543,482.93061
0.05458,483.39855
0.05412,479.34354
0.05438,482.16475
0.05398,478.42033
0.05429,475.22464
0.05408,476.22134
0.05489,477.87688
0.05471,480.25637
0.05446,480.75362
0.0547,477.43094
0.05503,483.23063
0.0551,481.75762
0.05523,483.61778
0.05556,479.90592
0.0554,478.7435
0.05537,482.89285
0.05529,483.02293
0.05572,482.68198
0.05564,480.6466
0.05547,478.75714
0.05594,483.4143
0.05616,487.06737
0.05623,484.01646
0.05626,481.42821
0.05673,485.02257
0.05653,483.31036
0.05668,479.12326
0.05688,480.29307
0.05688,482.19934
0.05703,484.35221
0.05693,482.18147
0.05703,481.06728
0.05695,481.61285
0.05707,481.19111
0.05757,483.53699
0.05794,488.53201
0.05745,484.37844
0.05755,484.8705
0.05786,485.78535
0.05815,485.36466
0.0583,487.98961
0.05822,487.61294
0.05832,483.38799
0.05853,482.66095
0.05849,485.50627
0.0587,486.27635
0.05884,487.66961
0.05898,484.41408
0.05899,480.5952
0.05869,482.11019
0.05912,482.342
0.05928,481.84792
0.0595,485.0268
0.05948,484.32282
0.05929,483.57474
0.05963,485.80524
0.05964,486.15041
0.05945,483.99859
0.05988,481.90037
0.05969,483.83912
0.05996,484.81382
0.06007,486.19767
0.05976,481.54156
0.06035,482.09866
0.06001,482.38293
0.0605,488.1585
0.06058,487.81545
0.06057,485.70244
0.0604,489.27375
0.06078,488.44286
0.06098,487.65175
0.06122,490.6943
0.06143,491.83683
0.06126,490.38477
0.06167,488.28128
0.06173,488.18262
0.06179,488.18367
0.06178,486.52075
0.06163,488.29386
0.06238,485.25342
0.06218,488.14275
0.06239,487.43252
0.06211,491.95952
0.06237,488.0903
0.06291,491.22517
0.06248,488.82684
0.06261,486.32141
0.0626,489.02821
0.06294,486.77571
0.06304,488.45958
0.06281,486.25118
0.06278,483.35868
0.06319,485.5031
0.06342,485.04361
0.06348,487.65281
0.06343,487.31186
0.06368,493.4745
0.06354,490.49602
0.06372,488.45545
0.06394,493.66125
0.06373,493.4378
0.06394,492.42015
0.06435,491.79063
0.0645,489.46473
0.0647,491.49897
0.0648,492.43485
0.06446,489.14887
0.06464,490.80651
0.06494,488.75441
0.06448,483.77619
0.06464,487.49439
0.0651,488.46592
0.06508,489.39547
0.0652,491.04783
0.06568,492.94997
0.06541,493.3644
0.06574,495.62526
0.06555,493.88163
0.06561,490.91881
0.06589,492.9174
0.06606,493.21329
0.06633,493.67701
0.0661,494.03582
0.06681,491.52202
0.06658,493.8407
0.06685,490.80546
0.0663,491.62596
0.06655,489.57905
0.06675,494.5541
0.06663,491.51789
0.06683,493.24585
0.06702,492.4264
0.06721,493.68431
0.06728,492.92585
0.06721,495.03146
0.06766,498.68145
0.06768,494.13545
0.06783,493.48295
0.06805,496.07428
0.06764,492.57751
0.06822,496.53281
0.0686,494.56458
0.06844,493.54904
0.06834,493.19023
0.06867,496.27362
0.06829,493.36334
0.06844,494.30653
0.06855,494.06838
0.06889,491.53989
0.06876,490.50227
0.06862,490.37008
0.06885,494.35793
0.06932,499.65501
0.06935,495.20035
0.06938,498.45905
0.07,498.93747
0.06947,498.34887
0.06957,494.1145
0.07005,498.38768
0.06978,492.54187
0.06985,491.94068
0.06978,495.38711
0.0704,497.26926
0.07002,496.64713
0.07055,500.90455
0.07048,497.93549
0.07062,496.06803
0.07065,501.79635
0.0707,502.24537
0.07096,498.70029
0.07094,499.05179
0.07107,499.93311
0.0712,495.10486
0.07132,497.33325
0.07127,495.48884
0.07156,498.38345
0.07164,500.35802
0.07194,493.24999
0.07186,495.55397
0.07195,500.21738
0.07243,501.19622
0.07213,501.28959
0.07207,496.4279
0.07237,499.13259
0.07236,496.94926
0.07214,498.95736
0.07269,498.26077
0.07297,500.26147
0.07299,500.84999
0.07295,498.58596
0.07286,497.56198
0.07324,501.18152
0.07337,501.54033
0.07311,496.95243
0.0732,497.49377
0.07363,498.39402
0.07357,494.1145
0.07365,492.88906
0.07383,496.33558
0.07401,498.40862
0.07378,497.08356
0.07369,501.37778
0.07421,507.59921
0.07466,504.86935
0.07449,501.3725
0.0746,501.86033
0.07482,499.92678
0.07511,499.14623
0.07476,494.46389
0.07497,497.67534
0.07473,496.85386
0.07485,498.09919
0.0751,500.72308
0.07534,497.40673
0.07504,496.29254
0.07516,497.53681
0.0754,500.88044
0.07509,501.28123
0.07552,503.05743
0.07549,503.17809
0.07545,499.51868
0.07602,500.89725
0.07585,496.58843
0.07596,498.90702
0.07594,496.43415
0.07599,500.93395
0.07589,502.22759
0.07625,502.66191
0.07634,501.90865
0.07641,500.81963
0.07692,504.24607
0.07679,500.73989
0.07642,503.46658
0.07678,502.45316
0.07684,503.1435
0.07694,505.3519
0.07738,507.2404
0.07733,503.81914
0.07743,503.27771
0.07743,506.52066
0.07766,509.17501
0.07799,504.32378
0.0781,502.2716
0.07805,507.01694
0.0784,506.4462
0.07845,507.59393
0.07859,507.92229
0.07884,508.72915
0.07899,508.022
0.07908,505.7747
0.07889,502.37861
0.07962,507.43446
0.07924,506.30557
0.07886,503.26935
0.07962,505.74117
0.07919,504.66262
0.07946,508.63155
0.0799,506.67696
0.07959,502.55278
0.07974,501.04414
0.07971,504.06671
0.07993,503.60924
0.08023,509.40691
0.08029,503.36167
0.08036,506.77773
0.0804,506.378
0.08064,509.88321
0.08031,505.25122
0.08052,506.73047
0.08051,504.47586
0.08098,500.81751
0.08072,501.58442
0.08122,506.87419
0.08114,504.8976
0.08133,505.36766
0.08084,509.12255
0.08133,509.83076
0.08171,511.57861
0.08174,508.61061
0.08168,510.64378
0.08241,508.50147
0.08166,510.37105
0.08184,505.6404
0.08187,503.13611
0.08182,505.76106
0.08236,510.35635
0.08226,506.02966
0.08286,511.54711
0.08282,510.71305
0.08279,507.09034
0.08263,505.62367
0.08299,514.29061
0.08309,512.71903
0.08342,512.50077
0.0831,511.69294
0.08364,516.11828
0.08348,509.17501
0.08365,509.36493
0.08377,506.33391
0.08362,507.04836
0.08417,509.22746
0.08402,512.14407
0.08434,508.9578
0.08402,508.2077
0.08455,506.44409
0.08429,501.34627
0.08491,504.50631
0.0846,503.23688
0.08487,511.02882
0.0853,508.79208
0.08552,511.9699
0.08496,505.21347
0.08526,505.59217
0.0856,509.14983
0.0857,510.28189
0.08534,506.77034
0.0855,508.6011
0.08601,507.84466
0.08594,507.01694
0.08553,508.10174
0.08591,512.22592
0.08624,508.44268
0.08608,507.52572
0.08612,508.10799
0.086,509.2338
0.08638,513.04739
0.08617,513.76396
0.08704,514.6914
0.08667,513.19322
0.08641,511.37611
0.08687,509.72576
0.08686,509.46667
0.0868,511.32893
0.087,517.70561
0.08748,517.15591
0.08778,516.77395
0.08782,512.55322
0.08774,512.30565
0.08799,508.71551
0.08786,513.83745
0.08798,513.10829
0.08813,511.71292
0.08815,513.92871
0.0884,516.10253
0.08827,511.13479
0.08881,517.24612
0.08855,512.79771
0.08889,510.05316
0.08875,511.12326
0.08882,514.76066
0.08919,512.12418
0.0888,510.85052
0.0889,516.62706
0.08921,517.34257
0.08914,513.73773
0.08918,514.19415
0.08952,514.3956
0.08964,515.4363
0.08969,513.40832
0.0896,514.47736
0.08995,513.06843
0.0899,514.43124
0.09011,512.18922
0.09014,513.0642
0.09025,514.57285
0.09073,516.04066
0.0908,516.68902
0.09074,513.88251
0.09039,516.59142
0.09071,518.50614
0.09108,518.41276
0.09145,518.3141
0.09114,517.17897
0.0914,516.85157
0.09143,517.34161
0.09172,513.84686
0.09131,510.72774
0.09179,515.29259
0.09164,518.32774
0.09195,518.68339
0.0918,518.13685
0.09207,519.18601
0.09193,517.21672
0.09219,516.62601
0.09237,515.05338
0.09278,518.36339
0.09269,518.0602
0.09261,519.75358
0.09257,516.48757
0.09287,517.09395
0.09304,517.84414
0.09288,519.35173
0.093,515.72277
0.09338,517.52625
0.09325,517.98891
0.09359,520.94961
0.09341,517.51366
0.09383,517.44854
0.09384,519.91199
0.09438,520.25399
0.09402,519.67798
0.09397,514.276
0.09389,517.93118
0.0943,519.37373
0.09436,521.53188
0.09439,517.43912
0.09449,518.61624
0.09487,522.96396
0.09496,524.16625
0.09483,520.40818
0.0952,518.56176
0.09456,519.21531
0.09519,521.04088
0.09572,523.51578
0.09555,520.19001
0.09559,522.53589
0.0958,523.82108
0.09597,524.08968
0.09556,518.74746
0.09591,520.11758
0.09625,517.39406
0.09564,514.65259
0.09618,516.50438
0.09628,521.69971
0.09614,517.37514
0.09625,516.34385
0.09604,517.34997
0.09652,520.16378
0.09673,518.95622
0.09665,516.52849
0.09627,518.51133
0.09666,522.20858
0.09689,523.55142
0.09724,522.14037
0.09698,523.41087
0.09719,521.67138
0.09718,517.01844
0.09696,516.60823
0.09697,515.21602
0.09741,516.85791
0.09754,522.18755
0.09793,522.81919
0.09775,526.03063
0.09789,525.24163
0.09819,524.72018
0.09798,528.63666
0.09859,527.41237
0.09861,527.67674
0.09876,526.59714
0.09896,527.09967
0.09907,523.4319
0.09878,521.27586
0.09891,520.54143
0.09902,525.02759
0.09958,525.82706
0.09932,523.55881
0.09974,528.38073
0.09968,524.92691
0.09984,527.59903
0.09956,521.71441
0.10016,524.53448
0.10026,528.35969
0.09983,523.32691
0.10006,520.53835
0.1003,523.54834
0.10023,522.64607
0.10111,524.46213
0.10039,521.48356
0.10087,526.95384
0.10092,523.02064
0.10105,526.24986
0.1007,523.09826
0.10075,527.3336
0.10133,526.82587
0.10164,524.6657
0.10167,526.54046
0.10185,525.15036
0.10145,519.38218
0.10131,519.8459
0.10162,520.56352
0.10193,523.23353
0.10165,518.16202
0.10196,522.71217
0.10195,527.53505
0.10214,526.31701
0.10209,527.48576
0.10245,525.91938
0.10216,524.7464
0.10215,524.90068
0.10269,530.98887
0.10278,527.04097
0.10261,524.74438
0.10281,525.49342
0.10313,528.96713
0.10321,526.22363
0.10373,533.29487
0.10336,526.24361
0.10321,527.79943
0.10362,528.4279
0.1039,532.47446
0.1037,524.72968
0.10434,526.62125
0.10411,527.42389
0.10396,527.10909
0.10391,525.4011
0.10412,524.32255
0.10457,526.17012
0.10425,527.11014
0.10441,524.81355
0.10459,526.48695
0.10472,530.47481
0.10435,528.96299
0.10474,532.32334
0.10537,529.50328
0.10511,526.57514
0.10537,530.90279
0.10556,529.45083
0.10523,527.44167
0.1055,528.85809
0.10594,534.88959
0.1058,531.2543
0.10562,528.09109
0.10558,528.48141
0.10621,526.62442
0.10609,529.85162
0.10639,532.26253
0.10625,531.68757
0.10659,530.65206
0.10653,531.06332
0.10665,532.34755
0.10735,531.80092
0.10679,531.91314
0.1069,527.62112
0.10742,531.41166
0.10745,532.8815
0.10754,534.27063
0.10775,535.44458
0.10754,536.20418
0.10787,531.51138
0.10808,531.76625
0.10814,534.32519
0.1084,530.8
0.1079,527.54244
0.10805,525.97078
0.10826,526.22152
0.10796,527.27806
0.10825,527.94218
0.10836,528.68603
0.10862,528.73531
0.1083,529.13083
0.10878,530.30583
0.1086,528.69861
0.10899,527.55916
0.10896,530.12436
0.10915,537.15679
0.10926,536.07094
0.10918,535.40788
0.10927,533.34002
0.1094,532.96018
0.10987,532.69791
0.10988,529.82741
0.10987,531.48304
0.10976,531.5134
0.10991,532.81021
0.11043,537.54394
0.10986,536.59028
0.11026,532.50068
0.11035,534.9116
0.11069,534.33039
0.11111,535.92299
0.11078,532.44295
0.11081,529.36792
0.111,535.66389
0.1109,534.17619
0.11119,536.2451
0.11151,534.00308
0.11119,532.68744
0.11162,538.15982
0.11153,534.83925
0.1113,532.82174
0.11194,533.22983
0.11196,537.7695
0.11203,539.46702
0.11197,536.61861
0.1123,536.01215
0.11234,532.42623
0.11242,533.91912
0.11242,533.92748
0.1127,534.64202
0.11277,538.76515
0.11291,537.08233
0.11296,537.15996
0.11305,536.93756
0.1129,536.35529
0.11331,534.64616
0.11379,536.80739
0.11359,538.26367
0.11352,537.21971
0.11323,532.70838
0.11355,532.11142
0.11369,532.90772
0.11384,536.84418
0.11406,536.87146
0.11459,539.167
0.11408,537.57333
0.11424,536.99309
0.11419,536.97426
0.11433,536.60708
0.11435,533.36519
0.11454,535.86843
0.1148,539.23204
0.11459,535.44563
0.11475,537.87019
0.11529,542.06785
0.11491,538.90887
0.11523,539.00436
0.1153,539.89298
0.11543,539.41245
0.1154,534.59793
0.11584,538.58367
0.11579,535.43833
0.11585,536.05624
0.11598,532.09883
0.1163,533.0473
0.11642,540.30741
0.11673,537.87652
0.11635,536.27133
0.11669,534.87595
0.11659,533.17421
0.11699,533.61065
0.11696,533.88761
0.1171,533.02627
0.11706,534.05448
0.11702,532.56053
0.11707,534.40282
0.11775,537.33201
0.11794,539.41879
0.1175,536.1108
0.11744,536.8095
0.11766,535.91877
0.11774,538.99591
0.11783,537.68343
0.11776,539.09034
0.11814,538.06117
0.11827,539.78279
0.11836,542.6407
0.11839,540.75538
0.11844,545.81122
0.11827,546.24871
0.11888,542.59872
0.11866,537.17571
0.11893,536.79278
0.11901,538.3046
0.11884,538.53536
0.11915,535.37743
0.11934,538.61298
0.11945,538.9519
0.11929,542.40044
0.11937,539.38623
0.1195,540.36612
0.11963,541.83182
0.1197,540.10174
0.11977,542.15182
0.1201,539.45971
0.12031,539.29074
0.11984,543.05927
0.11998,544.17875
0.12019,540.8844
0.12029,543.4422
0.12059,540.37457
0.12054,543.36044
0.12089,543.52933
0.12085,540.5424
0.12074,540.33883
0.12117,546.93694
0.12133,543.44018
0.12145,539.338
0.1211,539.95485
0.12138,542.53685
0.12166,545.1009
0.12164,540.39974
0.12192,540.94944
0.12193,547.62095
0.12199,538.51019
0.12206,544.55331
0.1222,543.77171
0.12234,539.36
0.12245,539.23723
0.12307,543.27648
0.12261,543.21663
0.12275,549.52097
0.12311,548.24106
0.12275,542.49171
0.12317,544.62354
0.12326,546.28224
0.12334,545.36634
0.12312,543.63952
0.12332,544.8785
0.12346,548.17285
0.12386,543.40233
0.12394,547.95151
0.12371,545.25518
0.12413,544.89848
0.12407,546.54249
0.12383,548.32387
0.12461,545.47124
0.12432,543.72867
0.12445,543.0855
0.12463,540.32106
0.12472,544.95402
0.12464,545.46605
0.12467,541.49606
0.12484,543.54191
0.12474,545.87837
0.12495,548.00396
0.12516,547.90319
0.12508,544.95402
0.12519,546.04937
0.12551,546.75124
0.12548,547.37866
0.12574,546.14169
0.1259,547.37338
0.12611,545.19322
0.12586,547.11322
0.12626,547.92625
0.12643,546.25707
0.12645,548.04585
0.12667,547.1919
0.1265,548.91248
0.12633,550.17989
0.12702,550.22081
0.12709,547.6881
0.12681,544.98763
0.1269,548.10359
0.12696,548.75723
0.12734,549.64691
0.12703,549.02997
0.12742,549.72136
0.12742,549.7497
0.12724,547.69127
0.12752,547.03657
0.12741,554.14873
0.12759,548.99538
0.12814,548.91036
0.12837,547.37443
0.1285,545.26777
0.12821,542.95859
0.12818,546.79639
0.12835,547.12686
0.12845,549.82002
0.12843,545.03586
0.12904,549.08664
0.12841,550.09065
0.12908,546.57083
0.1292,547.90953
0.12923,550.2187
0.12933,553.20871
0.12948,550.54284
0.12967,552.09144
0.12965,555.06887
0.12999,553.48471
0.12987,551.8092
0.12978,550.06653
0.12973,548.30926
0.13009,553.14684
0.13012,548.27142
0.13052,552.04101
0.13018,549.88717
0.13042,553.9662
0.13027,546.86354
0.13043,543.80946
0.13081,551.5112
0.13149,554.7919
0.13098,549.45593
0.13112,551.87943
0.13146,552.67265
0.13113,549.87978
0.1311,549.9574
0.13105,548.39419
0.13144,553.90953
0.13189,553.74169
0.13147,551.41888
0.13197,551.27199
0.1319,548.70372
0.13224,549.80955
0.13207,551.2668
0.13232,550.66561
0.13223,551.90469
0.13246,552.83212
0.1326,550.47886
0.13278,553.0451
0.13263,551.08735
0.1332,556.96783
0.13307,553.8613
0.13279,552.11239
0.13326,556.65206
0.13355,558.10297
0.1335,555.37945
0.1334,553.23388
0.13355,554.54117
0.1336,555.28396
0.13392,556.4338
0.13426,558.39991
0.13424,554.63243
0.13421,550.23129
0.13411,550.18191
0.1346,555.23151
0.13416,553.78579
0.13425,553.50565
0.13517,551.68537
0.13448,550.90165
0.1342,551.72207
0.13462,554.76884
0.13507,555.17272
0.1349,554.1666
0.13514,554.45932
0.13527,555.73932
0.13566,556.5901
0.13511,555.70253
0.13562,558.59089
0.1361,558.69369
0.1361,558.67688
0.13649,560.23806
0.13647,555.66064
0.13629,551.47556
0.1362,551.53954
0.13641,555.4466
0.1363,555.97536
0.13662,554.65971
0.1366,555.62077
0.13654,553.12273
0.13707,555.41932
0.1371,555.00172
0.13696,556.49778
0.13724,555.43402
0.13709,552.13025
0.13698,554.06169
0.13715,555.1927
0.13743,557.13364
0.13723,555.62385
0.13755,559.29276
0.13786,557.09166
0.13781,555.89773
0.13787,559.73237
0.13817,559.76167
0.13821,555.98794
0.13828,558.31076
0.13836,557.53223
0.13867,558.29184
0.13888,561.06684
0.13854,556.04664
0.13873,558.7325
0.1388,557.1934
0.13906,562.39507
0.13902,561.56312
0.13893,555.10037
0.13924,554.79921
0.13926,557.04968
0.13991,558.48176
0.13947,558.46178
0.13968,555.55256
0.13964,553.54341
0.13975,557.92678
0.14014,561.20431
0.13963,557.53329
0.13996,561.65756
0.13995,558.75767
0.14037,561.7079
0.14059,559.61901
0.14087,560.38803
0.14086,562.3237
0.14045,559.08084
